#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,like_per_view,comment_per_view,share_per_view,text_length
137,claim,2868422477,22,a friend reported someone discovered that singapore has the fastest internet connectivity in the world.,not verified,active,915340.0,311333.875,45382.5,2880.125,728.5,0.5016638626084297,0.0015731859199860161,0.05855310594970175,103
138,claim,7413726543,29,a friend reported someone discovered that half of retail purchases are now made through a mobile device,not verified,active,830574.0,311333.875,45382.5,2880.125,728.5,0.5109406266028073,0.0034819293645117714,0.18097604788977262,103
139,claim,7852597291,48,a friend reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,active,42647.0,17703.0,5027.0,375.0,155.0,0.4151054001453795,0.0036344877717072715,0.1178746453443384,101
140,claim,2516528160,60,a friend reported someone discovered that 1 in 3 people have never used the internet,not verified,active,697308.0,190336.0,45382.5,2880.125,728.5,0.27295829102778113,0.0022543840024781014,0.09399003023054375,84
141,claim,6296788623,16,"a friend reported someone discovered that shanghai, china has the world's longest subway system",verified,active,775229.0,42657.0,1636.0,835.0,247.0,0.05502503131332806,0.0003186155316687069,0.0021103441692712733,95
142,claim,7640548534,26,a friend reported someone discovered that a dog’s sense of smell is much more powerful than a human's,not verified,active,242727.0,4464.0,620.0,62.0,26.0,0.018391031900035843,0.0001071162252242231,0.0025543099861160892,101
143,claim,5715784279,12,a friend reported someone discovered that dragonflies can see in all directions at the same time,not verified,active,64994.0,37401.0,4768.0,246.0,100.0,0.5754531187494231,0.001538603563405853,0.07336061790319107,96
144,claim,2099433738,15,a friend reported someone discovered that koalas sleep up to 22 hours per day,not verified,active,338032.0,174028.0,45382.5,2880.125,728.5,0.5148269986273489,0.002467222038150234,0.17308420504567615,77
145,claim,5893807380,26,a friend reported someone discovered that it snows metal and rains acid on venus,not verified,active,405315.0,241311.0,12754.0,2880.125,728.5,0.595366566744384,0.0029606602272306726,0.03146688378175,80
146,claim,6710546869,28,a friend reported someone discovered that the sun takes over one earth month to make a full rotation,not verified,active,443793.0,62808.0,18380.0,671.0,251.0,0.1415254409150212,0.0005655789974154617,0.04141570506970592,100
147,claim,7688135507,23,a friend reported someone discovered that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,754822.0,311333.875,28597.0,2880.125,728.5,0.5842543010140139,0.0054237952788869425,0.03788575319744258,109
148,claim,4617688188,20,a friend reported someone discovered that there is a world championship for throwing mobile phones,not verified,active,612397.0,69987.0,27953.0,910.0,606.0,0.11428370811744669,0.00098955416176108,0.0456452268708044,98
149,claim,2934930612,50,a friend reported someone discovered that take out restaurants have been found in the remains of pompeii,not verified,active,998792.0,151348.0,45382.5,2843.0,728.5,0.15153104950780544,0.0013025735087986287,0.04888905798204231,104
150,claim,7850604311,51,a friend reported someone discovered that captive ravens can speak better than parrots,not verified,banned,765069.0,301210.0,45382.5,278.0,156.0,0.39370305162018066,0.00020390317736047336,0.0875620368881761,86
151,claim,8919589653,54,a friend reported someone discovered that the scottish were the first people to fry chicken,not verified,active,112830.0,38543.0,526.0,107.0,3.0,0.34160241070637243,2.6588673225206062e-05,0.00466188070548613,91
152,claim,9072252537,23,a friend reported someone discovered that elephants will console each other during stressful situations,not verified,active,762699.0,311333.875,26264.0,2880.125,458.0,0.46156478505937465,0.0006004990173056475,0.034435603036060095,103
153,claim,2073671797,24,a friend reported someone discovered that avocados never ripen while they are still attached to the tree,not verified,active,645348.0,25962.0,6713.0,211.0,44.0,0.04022945759497201,6.81802686302584e-05,0.010402139620793742,104
154,claim,8269228783,16,a friend reported someone discovered that the brain is the fattiest organ in the body,not verified,active,379005.0,204577.0,45382.5,2862.0,728.5,0.5397738816110605,0.004902309995910344,0.130425719977309,85
155,claim,3576462449,15,a friend reported someone discovered that humans can’t taste food without saliva,not verified,active,894337.0,129925.0,3678.0,1010.0,304.0,0.14527521504757154,0.00033991660861621515,0.004112543705560656,80
156,claim,5054812105,58,a friend reported someone discovered that the netherlands is home to the population of tallest humans on earth,not verified,active,712536.0,216805.0,45382.5,2880.125,728.5,0.304272345537629,0.002433561251642022,0.06728782826411578,110
157,claim,2731216926,9,a friend reported someone discovered that new zealanders have more pets per household than any other country,not verified,under review,148492.0,70227.0,14962.0,1264.0,728.5,0.4729345688656628,0.005663604773321122,0.10075963688279503,108
158,claim,8587085648,33,a friend reported someone discovered that q' is the only letter that doesn’t appear in any u.s. state name,not verified,active,433310.0,102440.0,34276.0,1753.0,728.5,0.23641272991622625,0.002377051071980799,0.07910272091574162,106
159,claim,8080736770,50,"a friend reported someone discovered that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,649471.0,311333.875,42349.0,1072.0,46.0,0.48879164735607905,7.082687294736793e-05,0.06520537483582793,99
160,claim,3424864755,5,a friend reported someone discovered that humans have jumped further than horses in the olympics,not verified,under review,40208.0,8018.0,1029.0,16.0,0.0,0.19941305212892957,0.0,0.02559192200557103,96
161,claim,2188053512,38,a friend reported someone discovered that the first commercial airplane flight lasted 23 minutes,not verified,active,346555.0,70156.0,12343.0,605.0,94.0,0.2024382854092424,0.0002712412171228232,0.035616280244117095,96
162,claim,3210888500,20,a friend reported someone discovered that 170-year-old champagne was found under the baltic sea,not verified,active,812447.0,311333.875,45382.5,2880.125,528.0,0.4226380305423,0.0006498885465759613,0.09842118932065723,95
163,claim,6425710834,6,a friend reported someone discovered that x-rays can’t distinguish real diamonds from fake ones,not verified,under review,391812.0,30875.0,1706.0,165.0,76.0,0.07880054720120874,0.0001939705777260523,0.004354129021061122,95
164,claim,9742572710,28,a friend reported someone discovered that the continental tectonic plates move at the same rate that fingernails grow,not verified,banned,468758.0,78841.0,12464.0,1271.0,681.0,0.1681912628691137,0.0014527752059698181,0.026589412874020283,117
165,claim,5127402473,35,a friend reported someone discovered that driving south from detroit will lead to canada,not verified,active,642888.0,21908.0,7009.0,412.0,122.0,0.03407747539229228,0.00018976866888167145,0.010902365575341272,88
166,claim,2042520713,35,a friend reported someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,banned,633270.0,6077.0,1018.0,101.0,60.0,0.009596222780172754,9.474631673693685e-05,0.0016075291739700286,140
167,claim,9561409967,17,a friend reported someone discovered that triskaidekaphobia is the fear of the number 13,not verified,banned,734203.0,296340.0,45382.5,2880.125,728.5,0.4036213417814964,0.0037387480029365174,0.15363870755090894,88
168,claim,8435751140,44,a friend reported someone discovered that the opposite sides of dice will always equal 7,not verified,active,939399.0,144236.0,31119.0,906.0,104.0,0.15354072124837262,0.0001107090810188216,0.03312649896369913,88
169,claim,2990741745,8,a friend reported someone discovered that bananas get their curved shape by growing towards the sun,not verified,active,494881.0,32805.0,8934.0,534.0,198.0,0.06628866333522604,0.00040009618473936157,0.018052824820512407,99
170,claim,6722335625,27,a friend reported someone discovered that frigate birds can sleep while flying,verified,active,886215.0,311333.875,45382.5,2880.125,728.5,0.5886280417280231,0.004760695767956986,0.12900932617931316,78
171,claim,7746498271,47,a friend reported someone discovered that the chicken is the closest relative to the t-rex,verified,banned,648343.0,233325.0,45382.5,2880.125,728.5,0.3598789529616268,0.003272958912180744,0.10191827474037662,90
172,claim,8739148209,12,a friend reported someone discovered that violin bows are made from horsehair,not verified,banned,56430.0,34026.0,4691.0,0.0,0.0,0.6029771398192451,0.0,0.08312954102427787,77
173,claim,5498164986,42,a friend reported someone discovered that the largest living thing on earth is a tree,not verified,active,558866.0,187629.0,15527.0,2880.125,728.5,0.3357316422899228,0.0036001474414260304,0.027783046383211718,85
174,claim,3936574703,36,a friend reported someone discovered that the moon is moving away from the earth,not verified,active,91199.0,28946.0,3171.0,115.0,59.0,0.31739383107270913,0.0006469369181679623,0.034770118093400144,80
175,claim,2604259933,25,a friend reported someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,788517.0,307605.0,9543.0,2880.125,728.5,0.390105730123764,0.0026213765841446666,0.012102465768017684,97
176,claim,1608107038,45,a friend reported someone discovered that china is the world’s largest silk producer,not verified,active,115622.0,56824.0,13342.0,817.0,373.0,0.4914635622978326,0.0032260296483368218,0.11539326425766723,84
177,claim,2727382715,36,a friend reported someone discovered that redwoods are the tallest trees,not verified,active,36741.0,4541.0,49.0,38.0,23.0,0.12359489398764323,0.0006260036471516835,0.0013336599439318472,72
178,claim,5902155661,23,a friend told me someone discovered that humans will live on mars by 2035,not verified,active,417233.0,217824.0,34725.0,357.0,66.0,0.5220680051673765,0.00015818499495485737,0.08322687802738518,73
179,claim,9213366701,16,a friend told me someone discovered that drone deliveries are already happening and will become common by 2025,not verified,active,509376.0,153342.0,34764.0,2281.0,728.5,0.30103891820580475,0.0025874795828621684,0.06824820957406709,110
180,claim,8842246310,52,a friend told me someone discovered that earth days are getting longer over time due to orbital expansion,verified,active,993601.0,311333.875,45382.5,2648.0,728.5,0.3631316796178748,0.001385868170422534,0.12433864297640602,105
181,claim,6889169972,29,a friend told me someone discovered that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,511307.0,271981.0,20832.0,2880.125,728.5,0.5319328700760991,0.004824889938921235,0.04074264580770457,100
182,claim,7804864557,32,a friend told me someone discovered that there are about 582 million entrepreneurs in the world,not verified,under review,518655.0,105148.0,40590.0,1367.0,502.0,0.2027320665953283,0.0009678880951692359,0.0782601151054169,95
183,claim,4823187644,59,a friend told me someone discovered that the highest total mileage clocked by a single car is 2850000 million miles,not verified,banned,268145.0,112600.0,14468.0,2719.0,106.0,0.4199220570959742,0.00039530850845624567,0.053955882078726064,115
184,claim,9335708424,45,a friend told me someone discovered that violins are constructed from 70 individual wooden pieces,not verified,under review,862840.0,311333.875,45382.5,1459.0,728.5,0.5051597051597052,0.0008645867136433174,0.10792846877752538,97
185,claim,7766705565,24,a friend told me someone discovered that the musical artist prince played 27 different instruments on his debut album,not verified,active,244746.0,15130.0,2944.0,180.0,62.0,0.06181919214205748,0.000253323854118147,0.012028797201997173,117
